Plot;Trt;Species;Sp_code;X1999;X2000;X2001;X2002;X2003;X2004;X2005;X2006;X2007;X2008;X2009;X2010;X2011;X2012;X2013;X2014
18;FU;Myosotis nemorosa;MyosNemo;0;0.02;0;0;0;0;0;0.021;0;0;0;0;0;0.001;0;0
18;FU;Nardus stricta;NardStri;0.04;0.03;0.04;0;0.1103;0;0.036;0.02;0;0;0;0;0;0;0;0
18;FU;Plantago lanceolata;PlanLanc;0;0.07;0;0;0;0;0;0.072;0.017;0;0;0;0;0;0;0
18;FU;Poa pratensis s.l. ;PoaPrat;1.71;0.43;0.96;0;0;0;0;0.421;0;0;0;0;0;0;1.378;0.771
18;FU;Poa trivialis;PoaTriv;0;0;0;0.0606;0.0236;0;0.259;0;0;0;0;0;0;0;0;0
18;FU;Potentilla erecta;PoteErec;1.31;0.18;0.56;0.3206;0.3702;0.132;0;0.173;0;0.093;0.016;0.057;0.141;0.421;0.073;0
18;FU;Rumex acetosa;RumeAcet;0.19;0.06;0.04;0.0232;0;1.589;0.19;0.053;0;0.023;0.128;0;0;0.001;0.376;0.227
18;FU;Scirpus sylvaticus;ScirSylv;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.241;4.714
18;FU;Scorzonera humilis;ScorHumi;0.11;0;0;0.1376;0.2078;0;0;0;0;0;0;0;0;0;0;0
18;FU;Selinum carvifolia;SeliCarv;0.01;0;0;0;0;0;0;0;0;0;0;0.021;0.004;0;0;0
18;FU;Valeriana dioica;ValeDioi;0;0;0;0;0;0;0;0;0;0;0.02;0;0;0;0;0
18;FU;Veronica chamaedrys;VeroCham;0;0;0;0;0;0.012;0;0;0;0;0;0;0;0;0;0
20;UU;Achillea ptarmica;AchiPtar;0.28;0.06;0.42;0.0517;0.0549;0.057;0.702;0.08;0.014;0.1;0.222;0;0.024;0;0;0
20;UU;Agrostis canina;AgroCani;4.11;2.19;3.52;0.8285;1.266;1.709;3.231;2.185;7.003;3.806;5.118;4.956;3.477;2.531;2.552;4.208
20;UU;Agrostis tenuis (Syn. A.capilaris);AgroTenu;0;0;0;0.0097;0.2066;0.16;0.73;0;0.609;0.143;0.521;0.239;0.567;0.311;0.042;0.612
20;UU;Ajuga reptans;AjugRept;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;UU;Angelica sylvestris;AngeSylv;0.1;0.2;0.06;0;0;0;0;0.184;0;0;0;0;0;0;0;0
20;UU;Anthoxanthum odoratum;AnthOdor;2.16;1.19;1.43;0.843;1.346;0.15;0.497;1.185;0.282;0.073;2.789;4.871;0.574;0.482;1.528;0.807
20;UU;Betonica officinalis;BetoOffi;0.71;1.05;2.52;3.06;1.952;3.36;6.6;1.035;7.036;8.779;12.497;9.275;12.567;9.078;10.619;20.554
20;UU;Briza media;BrizMedi;1.88;0.85;1.92;0.6109;0.8892;0.341;0.962;0.838;0.101;0.261;0.176;0.342;0;0.052;0;0.047
20;UU;Cardamine pratensis;CardPrat;0;0;0;0;0.0197;0.002;0.017;0;0.083;0.027;0.099;0.031;0.012;0.113;0.043;0
20;UU;Carex hartmanii;CareHart;0.77;0.76;0.95;0.2962;1.156;0.223;0.57;0.789;0.065;0.722;2.613;1.781;2.132;1.627;3.052;0.579
20;UU;Carex nigra;CareNigr;0;0;0;0.0263;0;0;0;0;0;0;0.197;0.187;0.424;0;0.136;0.065
20;UU;Carex palescens;CarePall;5.32;2.23;3.87;1.594;4.901;1.76;2.48;2.248;0.849;0.381;2.064;1.035;2.237;1.994;3.781;1.824
20;UU;Carex panicea;CarePani;2.93;1.22;1.82;0.5018;1.457;0.665;0.48;1.211;0.15;0.047;0.274;0.139;0.68;0.149;0.319;0.388
20;UU;Carex piluliferra;CarePilu;1.67;1.79;2.45;1.765;1.583;0.633;1.082;1.803;0;0;0.988;1.943;0.765;0.952;0.718;1.053
20;UU;Carex pulicaris;CarePuli;0.1;0.11;0.09;0.0348;0.0561;0;0;0.11;0.012;0;0;0;0;0;0;0
20;UU;Carex umbrosa;CareUmbr;0;0;0;0;0;0;0;0;0;0;0;0.222;0;0;0;0
20;UU;Centaurea jacea;CentJace;0;0;0.14;0.0102;0;0;0;0;0;0;0;0;0;0;0;0
20;UU;Cerastium vulgare (Syn. C. holosteoides);CeraHolo;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;UU;Cirsium palustre;CirsPalu;1.62;2.39;2.34;1.524;0.0302;0.261;0.736;2.361;0;0.069;8.506;0.116;0.394;0.373;0.393;0
